name,lat,lon,obs_cnt,temp_avg,temp_var,temp_cnt,temp_max,temp_min,temp_1,temp_5,temp_10,temp_20,temp_50,temp_80,temp_90,temp_95,temp_99,dni_avg,dni_var,dni_cnt,dni_max,dni_min
75272,33.13,-115.9,17520,23.2574942922373,97.4132904845821,17520,48.1,2.4,5.6,8.9,11.2,14.1,22.1,32.3,37.7,41.3,45.4,308.024828767123,140587.349517616,17520,1012,0
75273,33.13,-115.86,17520,23.4731963470319,97.6527777273004,17520,48.3,2.5,5.77,9.1,11.3,14.3,22.3,32.5,37.9,41.45,45.5,309.215011415525,141266.148584499,17520,1013,0
75274,33.13,-115.82,17520,23.6265696347033,97.9690668322995,17520,48.3,2.6,5.8,9.2,11.4,14.5,22.5,32.7,38,41.5,45.6,307.31946347032,140013.796276216,17520,1014,0
75275,33.13,-115.78,17520,23.6394805936073,98.072167433837,17520,48.3,2.5,5.9,9.2,11.4,14.5,22.5,32.7,38,41.5,45.6,294.620034246575,131608.215855227,17520,1015,0
75276,33.13,-115.74,17520,23.6312671232876,98.2908426205764,17520,48.3,2.1,5.9,9.1,11.3,14.4,22.5,32.7,38,41.5,45.6,300.856792237443,136659.467531909,17520,1016,0
75277,33.13,-115.7,17520,23.6248458904109,98.3252979384605,17520,48.3,2,5.9,9.1,11.3,14.4,22.5,32.7,38,41.4,45.6,306.007020547945,140795.544958995,17520,1017,0
75278,33.13,-115.66,17520,23.6058904109589,98.8232851252691,17520,48.3,1.7,5.8,9,11.2,14.4,22.5,32.7,37.9,41.4,45.6,307.265639269406,140689.003351508,17520,1018,0
75279,33.13,-115.62,17520,23.5924657534246,98.8549760533967,17520,48.2,1.6,5.8,9,11.2,14.4,22.5,32.7,37.9,41.4,45.6,310.469920091324,142984.800967382,17520,1019,0
75280,33.13,-115.58,17520,23.5719006849315,98.9377017356706,17520,48.2,1.6,5.8,9,11.1,14.3,22.5,32.7,37.9,41.4,45.5,310.091609589041,145034.895482988,17520,1020,0
75281,33.13,-115.54,17520,23.5980878995434,99.8818189362768,17520,48.2,1.3,5.6,8.9,11,14.3,22.6,32.8,37.95,41.4,45.5,310.321404109589,144907.175704833,17520,1022,0
75282,33.13,-115.5,17520,23.5815182648401,100.42790202718,17520,48.2,1.2,5.5,8.8,11,14.2,22.6,32.8,38,41.4,45.5299999999999,307.483333333333,143976.917696992,17520,1020,0
75283,33.13,-115.46,17520,23.5641210045663,100.930103685335,17520,48.2,1.1,5.4,8.7,10.9,14.2,22.6,32.9,38,41.4,45.5299999999999,306.982077625571,143078.361457404,17520,1019,0
75284,33.13,-115.42,17520,23.5370662100456,101.214842696682,17520,48.2,1.1,5.3,8.7,10.9,14.1,22.6,32.8,38,41.4,45.5299999999999,312.259988584475,144468.878860227,17520,1017,0
75285,33.13,-115.38,17520,23.2926084474886,102.204198458471,17520,48,0.7,4.9,8.3,10.5,13.8,22.3,32.6,37.8,41.2,45.4,315.243778538813,143935.806828107,17520,1015,0
75286,33.13,-115.34,17520,23.1988698630138,102.551384075766,17520,48,0.6,4.7,8.2,10.4,13.7,22.3,32.5,37.7,41.1,45.3,313.618607305936,142715.77998365,17520,1014,0
75287,33.13,-115.3,17520,22.978156392694,103.625450679344,17520,47.8,0.3,4.3,7.8,10.1,13.4,22,32.3,37.5,41,45.1299999999999,315.021347031963,143275.368115552,17520,1013,0
75288,33.13,-115.26,17520,22.8679166666667,103.974139845785,17520,47.8,0.1,4.2,7.7,9.9,13.3,21.9,32.2,37.4,40.9,45.0299999999999,311.513869863014,142019.250906436,17520,1012,0
75601,33.17,-116.74,17520,13.9815633959394,65.8375167130524,17091,36.4,0,-1.6,2,4,6.3,12.2,21.1,26,29.6,33.6,302.577340182648,157375.411450667,17520,1065,0
75602,33.17,-116.7,17520,14.8477520278099,68.0942292588606,17260,37.5,0,-0.7,2.9,4.9,7.3,13.2,22.2,27.1,30.6,34.7,302.162671232877,156686.626656035,17520,1063,0
75603,33.17,-116.66,17520,13.2663226571768,67.9651899878244,16860,35.8,0,-2.8,0.7,2.7,5.2,11.3,20.4,25.4,29.1,33.1,311.408904109589,161365.772738825,17520,1069,0
75604,33.17,-116.62,17520,13.4611509512238,69.1211666932514,16873,36.1,0,-2.7,0.7,2.8,5.3,11.5,20.7,25.7,29.4,33.4,313.825799086758,161858.674258747,17520,1071,0
75605,33.17,-116.58,17520,15.1708117845314,74.0714695931762,17209,38.3,0,-1,2.5,4.65,7.1,13.4,22.9,27.9,31.6,35.6,315.922488584475,157619.022246694,17520,1060,0
75606,33.17,-116.54,17520,14.6270901831846,74.9026258346245,17032,37.8,0,-1.9,1.6,3.7,6.2,12.7,22.3,27.4,31.1,35.1,318.477283105023,158033.756547667,17520,1057,0
75607,33.17,-116.5,17520,15.3016920473773,78.1888931573458,17139,38.7,0,-1.33,2.1,4.3,6.9,13.5,23.2,28.35,32.2,36.1,316.221860730594,155150.515247876,17520,1055,0
75608,33.17,-116.46,17520,14.586934168538,79.5292985724624,16922,38.2,0,-2.6,0.9,3.1,5.75,12.6,22.5,27.7,31.6,35.6,324.182420091324,157048.017979633,17520,1054,0
75609,33.17,-116.42,17520,14.7434041297935,80.696086942106,16950,38.6,0,-2.5,1,3.3,5.9,12.7,22.7,28,31.8,35.9,329.436358447489,158333.810550818,17520,1052,0
75610,33.17,-116.38,17520,20.0118550228311,89.3116974548629,17520,44.7,0.2,3.1,6.6,8.9,11.5,18.5,28.6,34,37.9,42,323.960216894977,151995.582354656,17520,1031,0
75611,33.17,-116.34,17520,20.4940639269407,89.9708249699413,17520,45.3,0.6,3.5,7.1,9.3,12,19,29.1,34.5,38.4,42.6,319.709360730594,147632.343173991,17520,1016,0
75612,33.17,-116.3,17520,21.4143493150686,91.3855603962673,17520,46.4,1.4,4.3,7.9,10.1,12.8,19.9,30.1,35.5,39.5,43.6,311.849543378995,143546.883006842,17520,1013,0
75613,33.17,-116.26,17520,21.6420719178083,92.9757953530115,17520,46.7,1.5,4.3,7.9,10.2,13,20.2,30.4,35.9,39.8,43.9299999999999,309.439611872146,141812.848913142,17520,1011,0
75614,33.17,-116.22,17520,21.5937100456621,93.3436855326816,17520,46.7,1.4,4.3,7.9,10.1,12.9,20.1,30.4,35.9,39.7,43.9,314.005194063927,143001.594641669,17520,1011,0
75615,33.17,-116.18,17520,22.0844121004565,96.5629358379256,17520,47.4,1.6,4.4,8,10.3,13.2,20.7,30.9,36.5,40.4,44.6,316.142465753425,142827.074627877,17520,1010,0
75616,33.17,-116.14,17520,22.7801883561642,96.6429746776888,17520,48.1,2.2,5.1,8.7,11,13.9,21.4,31.65,37.2,41.1,45.3,316.806164383562,141923.467762698,17520,1008,0
75617,33.17,-116.1,17520,22.9286872146117,96.8259239571853,17520,48.1,2.3,5.27,8.8,11.05,14,21.6,31.8,37.4,41.2,45.3,317.080194063927,142163.149627678,17520,1007,0
75618,33.17,-116.06,17520,22.9267922374429,96.8899927920427,17520,48.1,2.3,5.2,8.7,11,13.9,21.6,31.9,37.35,41.2,45.2,315.071860730594,141619.770679133,17520,1008,0
75619,33.17,-116.02,17520,23.0091952054795,97.1276185086149,17520,48,2.3,5.3,8.8,11,14,21.8,32,37.5,41.2,45.2299999999999,316.04446347032,142254.886258499,17520,1009,0
75620,33.17,-115.98,17520,23.0254965753425,97.2222901238542,17520,48,2.2,5.3,8.8,11,13.9,21.8,32,37.5,41.2,45.2,315.87950913242,142721.947522343,17520,1010,0
75621,33.17,-115.94,17520,22.9926655251141,97.5169340441802,17520,47.9,2.1,5.3,8.7,10.9,13.9,21.8,32,37.4,41.05,45.1,313.59600456621,142308.827131717,17520,1011,0
75622,33.17,-115.9,17520,23.0643664383562,97.618218161281,17520,47.9,2.2,5.3,8.7,10.95,13.9,21.9,32.1,37.5,41.1,45.1299999999999,310.529166666667,142006.423260233,17520,1012,0
75623,33.17,-115.86,17520,23.3363184931506,97.8118625802159,17520,48.1,2.4,5.6,8.9,11.2,14.2,22.2,32.4,37.7,41.3,45.4,305.125684931507,139143.916390297,17520,1012,0
75624,33.17,-115.82,17520,23.6991438356166,98.075791264201,17520,48.4,2.7,5.9,9.2,11.4,14.5,22.6,32.8,38.1,41.6,45.6299999999999,292.261130136986,131507.914055002,17520,1012,0
75625,33.17,-115.78,17520,23.6948972602741,98.1514723337556,17520,48.4,2.7,5.9,9.2,11.4,14.5,22.6,32.8,38.1,41.6,45.7,302.378424657534,138566.460017385,17520,1013,0
75626,33.17,-115.74,17520,23.682294520548,98.3495135430232,17520,48.3,2.3,5.9,9.2,11.3,14.4,22.6,32.8,38,41.5,45.6,296.758904109589,136735.800308851,17520,1015,0
75627,33.17,-115.7,17520,23.6784760273973,98.3854497008911,17520,48.3,2.3,5.8,9.1,11.3,14.4,22.6,32.8,38,41.5,45.6,296.924828767123,137379.430903564,17520,1015,0
75628,33.17,-115.66,17520,23.6781906392694,98.9761479903689,17520,48.3,1.8,5.8,9.1,11.2,14.4,22.6,32.8,38,41.5,45.6,302.870947488584,139723.85907942,17520,1016,0
75629,33.17,-115.62,17520,23.6785502283105,99.0291865503623,17520,48.3,1.8,5.8,9.1,11.2,14.4,22.6,32.8,38,41.5,45.6,304.379280821918,138632.383508125,17520,1008,0
75630,33.17,-115.58,17520,23.6700742009133,99.1414258749663,17520,48.3,1.7,5.8,9,11.2,14.4,22.6,32.8,38,41.5,45.6,306.63401826484,140145.114522841,17520,1016,0
75631,33.17,-115.54,17520,23.6931278538813,100.377319058942,17520,48.3,1.4,5.6,8.9,11.1,14.3,22.7,32.9,38.1,41.5,45.6,307.535273972603,143451.77682521,17520,1017,0
75632,33.17,-115.5,17520,23.6351141552513,100.875621769034,17520,48.3,1.2,5.4,8.8,11,14.2,22.7,32.9,38,41.4,45.6,309.363184931507,143686.416236911,17520,1018,0
75633,33.17,-115.46,17520,23.5581963470319,101.326648952826,17520,48.2,1.1,5.3,8.7,10.9,14.1,22.6,32.85,38,41.4,45.5,312.798744292237,144767.114011787,17520,1017,0
75634,33.17,-115.42,17520,23.4814269406393,101.570935345995,17520,48.1,1,5.2,8.5,10.8,14,22.5,32.8,37.9,41.3,45.5,312.61855022831,143077.661040661,17520,1015,0
75635,33.17,-115.38,17520,23.1208789954339,102.451608109108,17520,47.8,0.6,4.7,8.1,10.3,13.6,22.2,32.4,37.6,41,45.2,316.485331050228,143788.705875342,17520,1015,0
75636,33.17,-115.34,17520,22.9724429223744,102.751203575715,17520,47.7,0.4,4.5,7.9,10.1,13.4,22.05,32.3,37.5,40.9,45,317.210787671233,144284.585111086,17520,1014,0
75637,33.17,-115.3,17520,22.5562931674183,103.691004890874,17519,47.4,0,3.9,7.4,9.6,13,21.6,31.9,37.1,40.5,44.7,311.873687214612,142905.42904675,17520,1014,0
75638,33.17,-115.26,17520,22.3234800479534,103.958659092045,17517,47.2,0.1,3.6,7.1,9.4,12.7,21.4,31.7,36.9,40.3,44.5,312.927054794521,143709.002727091,17520,1015,0
75953,33.21,-116.74,17520,14.9040233877504,68.525967137993,17274,37.6,0,-0.7,3,5,7.3,13.2,22.2,27.2,30.7,34.8,301.784589041096,154383.198986191,17520,1061,0
75954,33.21,-116.7,17520,16.0013117772279,71.4189649074485,17381,38.9,0,0.370000000000002,4,6,8.4,14.4,23.5,28.5,32.1,36.2,304.565011415525,154792.284945028,17520,1059,0
75955,33.21,-116.66,17520,14.844408182295,71.7900385222698,17159,37.8,0,-1.2,2.3,4.4,6.9,13.1,22.4,27.4,31,35.1,308.640753424658,158007.976191693,17520,1063,0
75956,33.21,-116.62,17520,14.8281738623104,72.5455431963281,17140,37.8,0,-1.3,2.2,4.3,6.8,13,22.4,27.4,31.1,35.1,311.443436073059,158826.091668795,17520,1063,0
75957,33.21,-116.58,17520,14.789321637427,73.6330855682219,17100,37.9,0,-1.5,2,4.1,6.6,13,22.4,27.45,31.1,35.2,311.440867579909,158011.493049774,17520,1062,0
75958,33.21,-116.54,17520,14.598859360301,75.4284422809231,17008,37.8,0,-2,1.4,3.6,6.1,12.7,22.3,27.4,31.1,35.1299999999999,305.255993150685,155780.277462813,17520,1063,0
75959,33.21,-116.5,17520,14.5701101360504,76.9860891090855,16979,37.9,0,-2.3,1.2,3.4,6,12.6,22.4,27.5,31.3,35.3,316.160616438356,157734.535990912,17520,1063,0
75960,33.21,-116.46,17520,16.4426472289714,82.978041102851,17286,40.4,0,-0.5,3,5.3,7.9,14.8,24.6,29.9,33.7,37.7,321.100913242009,155118.472834396,17520,1054,0
75961,33.21,-116.42,17520,17.5962352941176,85.4984362394013,17425,41.8,0,0.7,4.3,6.5,9.2,16.1,26,31.3,35.1,39.1,323.804623287671,152289.191747565,17520,1034,0
75962,33.21,-116.38,17520,21.3557020547946,89.1097271741965,17520,45.9,1.4,4.4,7.9,10.2,12.9,19.9,29.9,35.3,39.1,43.2,319.411415525114,146207.13205758,17520,1011,0
75963,33.21,-116.34,17520,21.5875,89.7063680860777,17520,46.2,1.6,4.5,8.1,10.4,13.1,20.1,30.2,35.6,39.4,43.5,314.433961187215,143696.211404383,17520,1009,0
75964,33.21,-116.3,17520,21.8557363013698,91.082677293322,17520,46.6,1.8,4.7,8.3,10.5,13.3,20.4,30.5,35.9,39.8,43.9,313.402397260274,143121.116564854,17520,1008,0
75965,33.21,-116.26,17520,21.8589954337899,91.4126481145976,17520,46.7,1.7,4.7,8.2,10.5,13.2,20.4,30.6,36,39.8,44,311.783732876712,142031.732037427,17520,1008,0
75966,33.21,-116.22,17520,21.9345947488585,93.3142440848632,17520,46.9,1.7,4.5,8.2,10.4,13.2,20.5,30.7,36.2,40,44.2,309.909189497717,140311.402278713,17520,1008,0
75967,33.21,-116.18,17520,22.4371689497718,97.1133932062275,17520,47.6,1.7,4.7,8.25,10.5,13.5,21.1,31.3,36.9,40.8,44.8,314.177111872146,141247.251065797,17520,1008,0
75968,33.21,-116.14,17520,22.4877968036528,97.1653137140602,17520,47.6,1.8,4.7,8.3,10.6,13.5,21.2,31.4,37,40.8,44.9,316.565296803653,142196.962001292,17520,1008,0
75969,33.21,-116.1,17520,22.7239897260275,97.2704245172759,17520,47.8,2,5,8.5,10.8,13.7,21.5,31.7,37.2,41,45,316.387842465753,142130.571243253,17520,1007,0
75970,33.21,-116.06,17520,22.8635787671231,97.3191009538971,17520,47.9,2.1,5.1,8.6,10.9,13.8,21.6,31.8,37.35,41.1,45.1,316.17899543379,142099.797971956,17520,1008,0
75971,33.21,-116.02,17520,23.1004337899544,97.3069842287363,17520,48.1,2.3,5.4,8.8,11.1,14,21.9,32.1,37.6,41.3,45.3,315.149429223744,141431.150567641,17520,1008,0
75972,33.21,-115.98,17520,23.2674543378996,97.5480428371195,17520,48.2,2.4,5.5,9,11.2,14.1,22.1,32.2,37.7,41.4,45.4,311.671404109589,140392.976954941,17520,1008,0
75973,33.21,-115.94,17520,23.2673915525115,97.6336537926805,17520,48.1,2.4,5.5,8.9,11.2,14.1,22.1,32.3,37.7,41.3,45.4,309.887557077626,140841.303298545,17520,1009,0
75974,33.21,-115.9,17520,23.5055878995433,97.8490029650475,17520,48.3,2.6,5.7,9.1,11.3,14.3,22.4,32.5,37.9,41.5,45.6,306.241837899543,140116.033240078,17520,1010,0
75975,33.21,-115.86,17520,23.438184931507,97.9082410115208,17520,48.2,2.5,5.6,9,11.3,14.3,22.3,32.5,37.85,41.4,45.4299999999999,294.391038812785,132341.287972665,17520,1010,0
75976,33.21,-115.82,17520,23.7448230593607,98.2606204949764,17520,48.4,2.7,5.9,9.3,11.5,14.5,22.7,32.8,38.1,41.6,45.7,291.349315068493,130723.142427745,17520,1010,0
75977,33.21,-115.78,17520,23.7448858447489,98.3230253879606,17520,48.4,2.7,5.9,9.2,11.4,14.5,22.7,32.8,38.1,41.6,45.7,296.900627853881,136475.174381708,17520,1012,0
75978,33.21,-115.74,17520,23.7427853881279,98.5024012827826,17520,48.3,2.5,5.9,9.2,11.4,14.5,22.7,32.8,38.1,41.6,45.7,295.333276255708,136134.359209981,17520,1013,0
75979,33.21,-115.7,17520,23.7418036529681,98.5508284151256,17520,48.3,2.4,5.9,9.2,11.4,14.5,22.7,32.85,38.1,41.6,45.6299999999999,294.729794520548,136339.624227847,17520,1014,0
75980,33.21,-115.66,17520,23.7114840182649,99.075140671017,17520,48.3,1.9,5.8,9.1,11.3,14.4,22.7,32.9,38,41.5,45.6,299.171689497717,138028.735176569,17520,1014,0
75981,33.21,-115.62,17520,23.748658675799,99.2633511318505,17520,48.3,1.9,5.8,9.1,11.3,14.4,22.7,32.9,38.1,41.5,45.6299999999999,306.267865296804,139972.404812372,17520,1015,0
75982,33.21,-115.58,17520,23.7567465753424,100.397117561208,17520,48.3,1.4,5.6,9,11.1,14.4,22.8,33,38.1,41.5,45.6,310.242979452055,141523.759383332,17520,1014,0
75983,33.21,-115.54,17520,23.7483276255707,100.817009589556,17520,48.3,1.4,5.5,8.9,11.1,14.3,22.8,33,38.1,41.5,45.6,311.142979452055,142044.707850725,17520,1013,0
75984,33.21,-115.5,17520,23.6824714611873,100.901177406572,17520,48.3,1.3,5.5,8.8,11,14.3,22.7,33,38.1,41.5,45.6,308.692237442922,141721.880047071,17520,1013,0
75985,33.21,-115.46,17520,23.4051369863013,101.668026580924,17520,48,1,5.1,8.5,10.7,13.9,22.5,32.7,37.8,41.2,45.3,313.069006849315,141929.79185861,17520,1015,0
75986,33.21,-115.42,17520,23.3635673515981,101.745829958357,17520,48,0.9,5,8.4,10.6,13.9,22.4,32.7,37.8,41.2,45.3,319.923630136986,145394.398756611,17520,1015,0
75987,33.21,-115.38,17520,22.8553310502283,102.683561965859,17520,47.6,0.3,4.37,7.8,10,13.3,21.9,32.2,37.3,40.7,44.9,316.68453196347,144232.954929387,17520,1015,0
75988,33.21,-115.34,17520,22.7758618721462,102.861008161752,17520,47.5,0.2,4.3,7.7,9.9,13.2,21.9,32.1,37.3,40.7,44.8,316.637956621005,144741.88849584,17520,1016,0
75989,33.21,-115.3,17520,21.7914359120753,103.736000650154,17515,46.6,0,3.1,6.6,8.8,12.2,20.9,31.2,36.3,39.7,43.9,313.019691780822,143512.563285959,17520,1017,0
75990,33.21,-115.26,17520,21.3808030614577,103.883565311531,17508,46.2,0,2.6,6.2,8.4,11.7,20.45,30.7,35.9,39.35,43.5,314.024714611872,145139.943963625,17520,1019,0
76306,33.25,-116.74,17520,16.1734725578184,72.8037798858755,17382,39.3,0,0.4,4,6.1,8.5,14.6,23.8,28.8,32.5,36.6,305.602511415525,153876.722295182,17520,1057,0
76307,33.25,-116.7,17520,16.1063172429665,72.4231971442302,17381,39.1,0,0.370000000000002,4,6.05,8.5,14.5,23.7,28.7,32.4,36.5,307.327853881279,154339.936686316,17520,1057,0
76308,33.25,-116.66,17520,15.7333314077754,74.6479657872724,17311,38.9,0,-0.4,3.2,5.3,7.8,14.1,23.4,28.5,32.2,36.3,309.31946347032,156195.562358724,17520,1058,0
76309,33.25,-116.62,17520,15.4780083468583,74.8733346685298,17252,38.7,0,-0.8,2.8,4.9,7.4,13.8,23.2,28.3,32,36,308.488184931507,157288.001002001,17520,1059,0
76310,33.25,-116.58,17520,14.4209290003532,74.6891368702025,16986,37.5,0,-2.2,1.3,3.4,6,12.5,22.1,27.1,30.9,34.9,308.41301369863,158417.992889585,17520,1064,0
76311,33.25,-116.54,17520,13.3821428571428,73.1472829131638,16576,36.2,0,-3.8,-0.3,1.9,4.5,11.1,20.8,25.9,29.6,33.7,316.645719178082,163996.651634154,17520,1072,0
76312,33.25,-116.5,17520,12.9989880404784,73.2116347707709,16305,35.8,0,-4.5,-1.1,1.2,3.8,10.5,20.3,25.4,29.2,33.2,324.980993150685,164264.816409111,17520,1072,0
76313,33.25,-116.46,17520,15.3246436323107,81.1332662918042,17047,39,0,-1.9,1.6,3.9,6.5,13.5,23.3,28.6,32.4,36.4,324.158675799087,157755.332774787,17520,1057,0
76314,33.25,-116.42,17520,18.792167057076,86.7884468119945,17503,43,0,2,5.5,7.7,10.4,17.4,27.3,32.6,36.3,40.4,316.271632420091,146841.755026058,17520,1016,0
76315,33.25,-116.38,17520,21.4983675799086,89.2639792974932,17520,46,1.5,4.5,8,10.3,13,20.1,30.1,35.4,39.2,43.3,313.710673515982,143919.516091305,17520,1008,0
76316,33.25,-116.34,17520,21.6448116438357,90.1835052445012,17520,46.1,1.5,4.5,8.05,10.3,13.1,20.3,30.3,35.6,39.4,43.5,313.208333333333,143776.313578604,17520,1006,0
76317,33.25,-116.3,17520,21.7896917808221,91.2201540233828,17520,46.5,1.6,4.6,8.1,10.4,13.2,20.4,30.5,35.9,39.7,43.8,312.802340182648,142759.980849595,17520,1006,0
76318,33.25,-116.26,17520,21.4812271689499,91.889555089667,17520,46.1,1.1,4.2,7.7,10,12.8,20.1,30.2,35.6,39.3,43.5,313.768607305936,143172.085503395,17520,1008,0
76319,33.25,-116.22,17520,22.0425570776256,97.4167651945289,17520,47.2,1.2,4.27,7.8,10.1,13,20.7,31,36.6,40.4,44.4,314.278082191781,143351.652330803,17520,1010,0
76320,33.25,-116.18,17520,21.7567636986301,97.7628014442434,17520,46.8,0.8,3.9,7.4,9.8,12.7,20.5,30.7,36.3,40,44.1,315.535901826484,143005.545146293,17520,1009,0
76321,33.25,-116.14,17520,22.0128424657534,97.7490193758304,17520,47.1,1.1,4.2,7.7,10,12.9,20.8,31,36.5,40.3,44.3,313.143150684932,141713.199667689,17520,1009,0
76322,33.25,-116.1,17520,22.5323230593607,97.7710043639189,17520,47.5,1.6,4.7,8.2,10.5,13.4,21.3,31.5,37,40.7,44.8,313.685559360731,141609.043595323,17520,1008,0
76323,33.25,-116.06,17520,22.8782819634703,97.5405688844745,17520,47.9,2,5.1,8.6,10.9,13.8,21.65,31.8,37.4,41.1,45.1,312.899771689498,141047.662651893,17520,1007,0
76324,33.25,-116.02,17520,23.2192922374429,97.6659797490587,17520,48.1,2.3,5.4,8.9,11.1,14.1,22,32.2,37.7,41.3,45.4,312.477397260274,140770.485932373,17520,1006,0
76325,33.25,-115.98,17520,23.3148002283105,97.8862190936017,17520,48.2,2.4,5.5,8.9,11.2,14.2,22.2,32.3,37.8,41.4,45.4,310.24446347032,140510.726295043,17520,1007,0
76326,33.25,-115.94,17520,23.6326141552511,98.0500761614082,17520,48.4,2.7,5.8,9.2,11.4,14.4,22.5,32.65,38.1,41.6,45.7,308.642865296804,140112.119208207,17520,1007,0
76327,33.25,-115.9,17520,23.6893892694064,98.1190431797008,17520,48.4,2.7,5.8,9.2,11.5,14.5,22.6,32.7,38.1,41.7,45.7,310.142237442922,140851.481108753,17520,1008,0
76328,33.25,-115.86,17520,23.7105479452054,98.1367481442831,17520,48.4,2.7,5.8,9.3,11.5,14.5,22.6,32.8,38.1,41.6,45.7,288.063299086758,126460.741640595,17520,1008,0
76329,33.25,-115.82,17520,23.794611872146,98.4888516102936,17520,48.4,2.8,5.9,9.3,11.5,14.5,22.8,32.9,38.2,41.65,45.7,297.225,135932.019124929,17520,1010,0
76330,33.25,-115.78,17520,23.7706678082191,98.4451382034729,17520,48.4,2.7,5.9,9.2,11.4,14.5,22.7,32.9,38.1,41.6,45.7,292.037557077626,135238.933460103,17520,1011,0
76331,33.25,-115.74,17520,23.7747773972603,98.6306846356436,17520,48.3,2.6,5.9,9.2,11.4,14.5,22.8,32.9,38.1,41.6,45.7,293.113413242009,135705.56137041,17520,1011,0
76332,33.25,-115.7,17520,23.7756792237443,98.6895888416712,17520,48.3,2.5,5.9,9.2,11.4,14.5,22.8,32.9,38.1,41.6,45.7,292.166666666667,135816.663812639,17520,1012,0
76333,33.25,-115.66,17520,23.7777340182649,98.8201143924041,17520,48.3,2.4,5.9,9.2,11.35,14.5,22.8,32.9,38.1,41.6,45.7,294.942979452055,135993.793940085,17520,1012,0
76334,33.25,-115.62,17520,23.8688812785387,100.252714999319,17520,48.3,2,5.7,9.1,11.2,14.4,23,33.2,38.2,41.6,45.7,302.45102739726,137253.314343373,17520,1012,0
76335,33.25,-115.58,17520,23.8360901826484,100.815823401878,17520,48.3,1.5,5.6,9,11.15,14.4,22.9,33.1,38.2,41.6,45.7,309.744121004566,140011.480329628,17520,1012,0
76336,33.25,-115.54,17520,23.7627796803652,101.157483796425,17520,48.2,1.4,5.4,8.9,11,14.3,22.9,33.1,38.1,41.5,45.6,315.75799086758,143128.59066621,17520,1012,0
76337,33.25,-115.5,17520,23.6461301369863,101.278137885912,17520,48.2,1.3,5.3,8.7,10.9,14.2,22.7,33,38,41.4,45.5,315.302568493151,142900.988816954,17520,1014,0
76338,33.25,-115.46,17520,23.2184874429224,101.932303323091,17520,47.8,0.8,4.8,8.2,10.4,13.7,22.3,32.6,37.6,41,45.1,317.877625570776,144048.259354354,17520,1014,0
76339,33.25,-115.42,17520,23.1070662100456,102.141859992191,17520,47.7,0.6,4.7,8.1,10.3,13.6,22.2,32.45,37.5,40.9,45,318.227168949772,144802.376269643,17520,1015,0
76340,33.25,-115.38,17520,22.7709760273972,102.790422473311,17520,47.5,0.2,4.2,7.7,9.9,13.2,21.9,32.1,37.2,40.6,44.8,318.964783105023,145527.919930998,17520,1015,0
76341,33.25,-115.34,17520,22.4103715965524,103.134868448509,17519,47.1,0,3.8,7.3,9.5,12.8,21.5,31.7,36.9,40.3,44.4,318.716438356164,145588.870441557,17520,1016,0
76342,33.25,-115.3,17520,21.5696853765775,103.773462538058,17513,46.4,0,2.8,6.4,8.6,11.9,20.7,30.9,36.1,39.5,43.7,318.810559360731,146640.855770706,17520,1020,0
76343,33.25,-115.26,17520,21.0827501429389,103.684675265488,17490,45.9,0,2.27,5.8,8,11.4,20.2,30.4,35.6,39,43.1,322.565239726027,149673.104254282,17520,1023,0
76661,33.29,-116.74,17520,16.2142594084475,73.6459047314607,17378,39.4,0,0.3,4,6.1,8.5,14.6,23.9,28.9,32.6,36.7,310.403595890411,156608.000866094,17520,1060,0
76662,33.29,-116.7,17520,16.0313829480602,74.5033814783274,17347,39.3,0,0,3.6,5.7,8.2,14.4,23.7,28.8,32.5,36.7,312.527340182648,156298.902272074,17520,1058,0
76663,33.29,-116.66,17520,15.7497947620976,75.7115611569968,17297,39,0,-0.5,3.1,5.2,7.7,14.1,23.5,28.6,32.4,36.4,309.23401826484,155461.203637506,17520,1058,0
76664,33.29,-116.62,17520,15.4123489776951,75.6352793846838,17216,38.7,0,-1,2.6,4.7,7.3,13.7,23.2,28.3,32,36.1,307.878025114155,158001.644862142,17520,1063,0
76665,33.29,-116.58,17520,11.9131316998469,68.1217623314514,15672,34,0,-6,-2.45,-0.3,2.3,9,18.6,23.7,27.5,31.4299999999999,317.699771689498,165677.128648877,17520,1076,0
76666,33.29,-116.54,17520,12.1859342330355,69.4117423266857,15783,34.4,0,-5.7,-2.2,0,2.6,9.3,19,24.1,27.9,31.9,312.042808219178,162242.852097392,17520,1075,0
76667,33.29,-116.5,17520,13.923854584656,76.1105491566209,16697,37,0,-3.4,0.1,2.4,5,11.8,21.5,26.7,30.5,34.4,324.74098173516,162770.098211948,17520,1067,0
76668,33.29,-116.46,17520,16.5745616573115,84.3517961403105,17281,40.5,0,-0.6,2.9,5.2,7.9,15,24.9,30.1,33.85,37.9,325.999657534247,159086.944231847,17520,1055,0
76669,33.29,-116.42,17520,17.777559575079,86.8527546963332,17415,41.9,0,0.7,4.2,6.5,9.2,16.3,26.3,31.5,35.2,39.3,314.79600456621,148232.145266295,17520,1020,0
76670,33.29,-116.38,17520,21.4381164383561,90.7172239193136,17520,45.8,1.1,4.2,7.7,10,12.8,20.1,30.2,35.5,39.15,43.2,310.099771689498,142794.513705063,17520,1007,0
