127,149,280,435,1221,1876,3068,1440,1467,1258,1292,1141,1017,1583,463,276,193,100,80,54
145,159,302,474,1247,1821,2952,1400,1436,1228,1325,1075,1013,1626,501,319,206,130,79,82
187,145,337,502,1275,3253,1317,1364,1444,1188,2302,1006,889,774,561,610,156,101,64,45
105,128,153,332,1885,1694,1414,1264,2699,1140,1227,1024,1896,753,603,436,487,127,79,74
138,142,186,937,1378,1628,2541,1263,1339,1103,2147,985,867,1424,498,335,399,96,65,49
109,105,417,411,794,3060,1197,1127,2482,1079,1110,1865,861,749,1095,369,266,293,62,69
65,95,302,259,1530,1537,2474,1114,2357,1059,1043,1802,820,1353,489,694,223,205,55,44
96,96,357,242,1675,1500,2333,1091,2248,1026,1006,1752,785,1354,521,742,285,283,58,70
71,210,164,668,675,2748,1129,2089,1136,1992,1780,822,1478,597,885,334,483,119,100,40
107,223,199,768,841,2710,1026,2107,1046,1952,1718,790,1423,564,893,334,513,141,107,58
75,194,158,550,1622,1412,2152,2109,992,1877,1642,771,1379,1017,392,629,377,73,77,22
73,193,149,518,1495,1351,2187,2069,970,1893,1674,767,1368,1054,418,657,464,85,91,44
90,201,168,567,1608,1384,2089,2055,943,1864,1637,755,1358,1021,404,661,474,105,92,44
110,148,263,423,1172,1903,3144,1549,1462,1260,1343,1168,1016,1537,398,252,170,90,80,32
126,143,277,426,1196,1877,3105,1481,1458,1270,1319,1168,1004,1563,436,261,180,99,82,49
136,148,299,442,1206,1859,3032,1420,1460,1246,1299,1123,1017,1610,471,294,190,117,80,71
158,154,311,460,1271,3318,1391,1394,1443,1200,2372,1026,885,756,526,530,148,87,61,29
205,133,348,509,1266,3216,1311,1344,1443,1174,2288,1008,895,764,589,629,157,114,71,56
167,146,286,362,2568,1552,1314,1216,2575,1183,1145,1001,1753,718,530,351,423,105,65,60
100,106,440,414,891,3141,1204,1170,2506,1143,1122,1870,816,740,1007,310,222,222,57,39
149,138,438,555,1096,2966,1095,1171,2359,1108,1043,1776,838,748,1032,347,251,286,55,69
102,98,370,309,1825,1540,2294,1153,2234,1065,997,1741,812,1292,488,673,222,200,59,46
117,119,352,324,1725,1485,2237,1073,2172,1019,1853,862,1499,617,950,346,493,127,107,43
93,208,194,682,723,2699,2007,1125,2039,988,1765,1549,715,1109,418,642,386,73,80,25
73,214,156,556,1645,1418,2112,2095,967,1886,1659,759,1370,1028,391,631,386,67,79,28
64,186,327,282,1331,2565,965,2016,1909,935,1668,1488,1317,501,826,602,223,209,77,29
87,205,339,345,1475,2505,908,1994,1859,930,1611,1452,1302,486,809,628,230,240,79,36
93,209,314,787,1696,2259,792,1889,1676,1666,1431,1303,1064,411,733,594,404,123,60,16
197,194,444,974,1918,1771,1633,1624,1516,1302,1444,1147,1036,827,630,359,196,143,86,79
122,143,286,429,1177,1869,3120,1515,1432,1275,1319,1175,1005,1567,410,270,171,103,73,59
140,138,302,442,1201,1854,3033,1439,1472,1228,1317,1126,1022,1603,461,287,185,115,82,73
155,153,322,456,1260,3321,1402,1376,1444,1194,2398,1020,879,758,526,528,143,90,62,33
205,134,352,499,1271,3201,1301,1344,1448,1185,2279,1003,907,774,580,640,150,117,66,64
124,127,166,896,1307,1676,2628,1292,1375,1135,2211,1005,869,1422,448,301,359,83,58,38
123,127,440,489,1042,3082,1164,1192,2426,1128,1100,1854,808,731,972,307,216,223,54,42
165,140,449,564,1158,2902,1078,2390,1070,1110,1940,860,1565,577,825,282,187,176,47,35
118,126,383,341,1883,1520,2214,1160,2162,1064,967,1718,780,1293,496,695,246,245,46,63
77,224,183,688,757,2691,1095,2095,1082,1969,1789,794,1456,571,934,335,491,131,106,52
71,205,152,545,1592,1372,2166,2081,968,1914,1666,759,1384,1034,402,639,394,65,82,29
71,203,331,317,1380,2536,943,1990,1888,930,1665,1457,1318,493,826,612,227,223,79,31
77,212,331,317,1320,2477,1809,1065,1830,1760,1554,701,1317,965,737,296,487,165,75,25
97,227,338,902,827,2413,1779,1966,1735,849,1545,1354,1127,848,352,605,368,115,59,14
74,189,289,617,1443,2283,1644,1853,1645,790,1521,1299,1163,828,711,598,370,125,59,19
205,208,455,994,1923,1758,1619,1639,1478,1318,2587,1014,816,631,356,201,147,87,63,21
206,225,449,1012,1902,1739,1591,1606,1491,1315,2570,1021,825,646,366,226,152,82,71,25
133,133,298,440,1174,1851,3072,1497,1454,1261,1315,1170,989,1596,421,286,173,112,81,64
149,144,324,442,1222,3358,1437,1394,1447,1215,2409,1034,869,744,507,519,129,91,57,29
191,145,346,500,1248,3215,1333,1338,1453,1173,2309,1004,911,779,565,621,146,114,67,62
124,123,171,889,1297,1671,2635,1288,1382,1139,2210,1004,873,1427,443,302,362,82,56,42
106,121,436,427,894,3076,1178,1145,2500,1109,1112,1847,840,759,1047,324,245,237,59,58
65,97,331,249,1593,1547,2417,1110,2339,1068,1056,1769,833,1358,490,678,211,204,59,46
145,119,387,394,1900,1491,2176,1126,2118,1033,1838,803,1486,598,916,306,459,90,99,36
115,250,200,791,917,2652,1949,1132,1955,996,1703,1514,693,1052,426,625,378,65,79,28
97,241,376,418,1710,2525,887,2034,1833,937,1615,1457,1175,479,757,572,186,139,68,14
70,184,314,730,715,2423,1868,1981,1754,895,1590,1387,1195,868,369,602,386,114,61,14
93,205,327,792,742,2396,1784,1923,1718,865,1542,1349,1185,877,365,628,469,161,70,29
45,146,270,468,1101,2185,1788,1819,1609,1619,1467,1282,1087,824,681,591,345,116,58,19
45,146,270,462,1082,2156,1775,1808,1604,1602,1482,1270,1105,823,686,591,385,141,64,23
203,214,465,1010,1933,1757,1640,1640,1451,1303,2610,1011,799,604,359,207,143,84,62,25
205,221,467,1012,1921,1742,1608,1627,1476,1303,2583,1011,808,637,357,213,156,81,67,25
115,141,283,436,1091,1829,3177,1558,1459,1264,1352,1172,1026,1556,395,261,166,107,77,55
145,136,317,442,1189,3400,1439,1444,1465,1199,2456,1036,880,716,481,487,120,87,60,21
171,151,339,483,1248,3255,1346,1361,1445,1198,2304,1008,917,766,560,594,141,108,67,58
133,144,235,317,2218,1606,1327,1264,2616,1146,1175,1017,1864,732,581,402,461,126,74,82
104,119,431,418,849,3051,1195,1141,2496,1103,1113,1848,864,769,1060,329,243,263,56,68
71,104,333,245,1617,1526,2391,1086,2326,1054,1046,1776,822,1348,523,689,219,232,53,59
52,212,140,605,651,2630,2139,1106,2109,1014,1840,1594,734,1112,436,648,335,63,82,18
59,200,136,503,1486,1287,2264,2034,980,1914,1684,788,1379,1072,406,680,440,82,87,39
95,232,354,361,1580,2490,1782,1057,1811,1751,1548,668,1267,906,716,304,395,126,63,14
77,204,313,722,1705,2353,828,1922,1716,1690,1477,1277,1053,413,708,594,313,88,53,14
88,202,293,652,1503,2279,1643,1814,1620,795,1467,1290,1139,843,695,580,386,146,59,26
47,154,269,472,1106,2136,1786,1784,1581,1599,2104,1205,982,732,611,547,260,88,43,14
44,145,257,428,1024,2015,1838,1753,1620,1594,2101,1234,1011,750,645,580,300,108,56,17
203,225,473,1048,1909,1774,1613,1647,1436,1311,2613,999,779,607,358,206,147,82,65,25
216,246,453,1078,1879,1728,1591,1604,1478,1293,2589,999,791,642,374,213,161,86,72,27
110,138,278,438,1085,1837,3206,1568,1488,1266,1374,1150,1048,1510,384,262,160,90,79,49
136,137,310,416,1149,1769,3081,1487,1477,1237,1317,1169,1023,1613,452,291,177,112,92,75
163,138,334,447,1181,3273,1372,1386,1427,1248,2359,1007,937,776,537,566,145,104,65,55
130,129,218,306,2077,1667,1351,1258,2640,1155,1196,997,1883,754,584,417,470,126,79,83
87,115,416,394,753,3011,1252,1150,2489,1105,1127,1857,890,751,1096,348,256,288,56,79
69,99,334,237,1517,1512,2412,1069,2324,1042,1961,879,1541,655,937,311,407,91,92,31
75,237,180,690,754,2679,2069,1120,2071,985,1773,1544,722,1084,423,632,321,65,79,17
55,195,320,696,689,2344,1908,1956,1770,896,1560,1410,1200,888,377,641,403,132,63,17
73,205,309,688,1622,2331,809,1896,1665,1685,1476,1310,1087,429,730,612,381,131,61,20
42,147,275,461,1122,2205,1805,1846,1626,1631,1452,1284,1082,810,667,587,305,105,52,16
59,172,285,522,1244,2243,1708,1810,1591,1576,1414,1266,1054,802,656,597,319,122,60,20
77,182,284,559,1320,2231,1643,1806,1554,1579,1384,1245,1046,795,662,566,358,144,57,28
97,226,296,670,1472,2182,1606,1766,1564,1558,1940,1174,864,697,573,503,211,73,36,12
203,223,474,1050,1907,1786,1607,1654,1440,1317,2607,997,787,593,354,207,143,83,63,25
216,240,457,1073,1891,1729,1589,1622,1456,1301,2582,1010,795,632,368,213,161,86,73,26
112,134,282,438,1086,1827,3208,1572,1486,1263,1381,1151,1046,1506,386,263,161,90,79,49
138,135,314,418,1141,3394,1444,1495,1475,1235,2479,1030,872,722,474,473,114,86,64,17
170,137,337,451,1167,3266,1358,1397,1422,1242,2352,1009,932,782,537,589,142,102,71,57
135,134,212,321,2056,1650,1334,1266,2647,1176,1191,1012,1892,751,598,414,448,120,79,84
71,115,408,332,686,2969,1267,1179,2480,1092,1164,1908,897,746,1158,346,269,290,62,81
96,259,196,758,853,2613,2023,1097,2048,1004,1781,1532,677,1066,434,612,311,63,78,19
47,182,337,255,1223,2464,1925,1045,1911,1842,1599,707,1350,972,762,307,388,129,61,14
46,165,299,612,632,2157,2012,1936,1757,890,1631,1399,1279,924,393,638,487,163,74,26
62,187,297,639,1496,2349,828,1870,1682,1678,1511,1319,1104,449,753,610,444,148,68,26
45,159,277,500,1200,2264,1733,1861,1600,1609,1440,1268,1073,796,660,568,298,104,49,16
77,198,289,601,1413,2240,1618,1810,1586,1592,1363,1228,1038,773,639,578,303,103,54,17
55,157,271,483,1139,2122,1762,1777,1563,1572,1449,1241,1116,832,690,582,439,166,71,33
97,217,295,651,1442,2198,1603,1765,1566,1559,1936,1167,892,700,574,506,227,73,38,14
209,225,470,1020,1915,1744,1601,1631,1452,1306,2600,1004,805,630,361,212,154,84,72,25
220,271,445,1077,1850,1735,1545,1588,1475,1287,2558,1048,801,654,364,238,162,92,72,38
115,145,285,438,1089,1813,3175,1539,1460,1252,1369,1168,1030,1549,411,264,165,112,84,57
145,136,319,436,1123,3385,1405,1459,1448,1252,2451,1041,883,740,496,495,129,90,56,31
133,136,208,905,1255,1640,2597,1254,1367,1161,2177,997,903,1464,448,300,353,106,64,52
104,126,439,436,817,2869,1158,2372,1238,1092,2044,926,1632,654,881,264,182,193,54,39
57,111,337,248,1360,1441,2407,1078,2258,1018,1999,873,1586,639,1043,325,453,130,119,38
60,247,172,662,647,2572,2056,1062,2067,1014,1792,1576,746,1144,441,666,389,87,90,30
71,244,361,386,1536,2462,944,1990,1903,944,1666,1472,1227,501,794,581,180,171,68,19
77,237,333,337,1301,2383,1812,1009,1814,1782,1581,691,1305,979,764,306,512,185,80,32
45,155,281,537,1311,2338,1730,1892,1679,851,1535,1337,1178,866,702,585,322,106,56,14
40,147,261,448,1102,2140,1851,1823,1630,1633,1474,1272,1105,829,674,585,327,108,54,17
45,156,269,476,1114,2123,1805,1800,1589,1606,2099,1211,971,737,604,538,246,79,38,14
77,187,292,571,1377,2223,1624,1807,1563,1572,1383,1239,1042,788,641,587,339,127,58,23
44,151,263,432,1033,2013,1806,1755,1596,1591,1465,1228,1170,866,690,578,508,210,73,48
227,263,432,1011,1857,1740,1519,1572,1504,1272,2540,1062,856,654,384,249,162,95,72,49
112,139,269,423,1032,1814,3201,1543,1482,1268,1363,1181,1038,1557,413,264,168,115,82,56
170,135,338,452,1113,3280,1336,1410,1405,1278,2336,1036,941,782,538,584,148,109,74,55
88,124,171,828,1126,1689,2685,1330,1371,1225,2269,1002,938,1444,443,261,346,88,43,49
46,109,380,343,609,2917,1301,1219,2516,1131,1167,1927,919,795,1147,334,250,270,62,78
114,127,432,421,765,2799,1174,2297,1225,1073,2064,888,1636,701,921,312,216,233,57,65
41,207,153,636,602,2622,1186,2115,1140,2079,1868,828,1527,628,919,326,407,103,96,37
54,235,162,629,599,2457,2097,1035,2059,990,1859,1567,748,1179,468,710,428,101,100,43
38,165,321,234,1089,2377,2002,973,1977,1864,1664,715,1353,1029,782,297,425,135,66,14
42,160,306,608,601,2140,2038,1941,1766,923,1655,1397,1275,938,396,659,432,157,64,22
48,180,312,619,1472,2337,848,1857,1728,1699,1542,1327,1134,437,744,639,377,139,59,22
68,190,306,619,1494,2284,1661,1855,1688,793,1505,1294,1127,857,692,587,321,110,53,16
47,156,274,491,1162,2180,1776,1842,1595,1617,1448,1278,1074,820,666,591,321,110,55,17
43,150,270,436,1026,2003,1836,1759,1598,1596,2102,1239,1013,747,652,587,285,112,49,17
74,181,285,552,1278,2185,1674,1770,1547,1581,2026,1174,944,709,608,541,250,88,39,14
