opt_wo_fval,opt_wo_vio,opt_wo_sohmin,opt_wo_mttfmin,opt_wo_time,opt_fval,opt_vio,opt_sohmin,opt_mttfmin,opt_time,rdtsh_fval,rdtsh_vio,rdtsh_sohmin,rdtsh_mttfmin,rdtsh_time,tsh_fval,tsh_vio,tsh_sohmin,tsh_mttfmin,tsh_time,srigh_fval,srigh_vio,srigh_sohmin,srigh_mttfmin,srigh_time
37,0.675675675675676,0.860473841277049,0.845786192149273,7.802719342,42,0.119047619047619,0.89998041608159,0.900504711436766,16.18210484,43,0,0.907649490280789,0.925147394738207,0.02529193,45,0.0666666666666667,0.886071909520609,0.874168253306651,0.02217518,24,0.75,0.000291647091418784,0.315902574316914,0.523772218
38,0.618421052631579,0.856787251130763,0.839076244486449,3.906360943,50,0.1,0.89998041608159,0.902507994222393,8.79424613,34,0,0.913441174706271,0.936794404499885,0.023797146,52,0.0192307692307692,0.884195320121103,0.870847985819787,0.020695628,24,0.666666666666667,0.000853146208990687,0.327145806228337,0.483434083
37,0.743243243243243,0.859371730298984,0.837251669555148,9.851724894,47,0.180851063829787,0.899982103168624,0.900504711436766,169.680314444,40,0,0.906126247406819,0.919020856358631,0.023369098,53,0.0188679245283019,0.89216174306027,0.887418117338951,0.019731525,21,0.80952380952381,1.23279830482372e-85,0.146005621623751,0.449408205
31,0.741935483870968,0.862619522541669,0.838011660069794,5.058364081,37,0.162162162162162,0.899979839045024,0.903155128164476,3.339965862,35,0,0.912475066825127,0.945924344394627,0.022073997,38,0.0394736842105263,0.87739480334503,0.858333443892968,0.019018845,18,0.722222222222222,0.00154393827207674,0.333197641328163,0.375321312
39,0.641025641025641,0.862594312865695,0.838011660069794,5.339925381,48,0.104166666666667,0.899982103168624,0.902507994222393,37.889118228,45,0,0.903124842943151,0.913019344734431,0.027366529,47,0.0212765957446809,0.886038794400066,0.875785089622221,0.024395753,22,0.636363636363636,4.70952030197553e-29,0.188412403383906,0.494294608
44,0.704545454545455,0.860341486297875,0.837251669555148,7.328569293,55,0.172727272727273,0.899982103168624,0.900504711436766,22.853911965,48,0,0.913145590013838,0.94238073872272,0.026356317,51,0.0392156862745098,0.875608612586906,0.854560233799586,0.023960516,24,0.708333333333333,3.39449642082126e-11,0.24237781905349,0.538304998
37,0.621621621621622,0.864060732691333,0.84093112542322,7.10858482,45,0.144444444444444,0.899982103168624,0.90114899013949,10.588995088,33,0,0.912475066825127,0.938450352453949,0.022715465,43,0.0232558139534884,0.893494390250099,0.888464873166007,0.020540752,22,0.636363636363636,9.785084857898e-149,0.129351300421908,0.467668605
32.9999999999991,0.590909090909107,0.860341486297875,0.837251669555148,3.961221891,40,0.1625,0.899979839045024,0.902628692099269,7.561762828,34,0,0.900510125943431,0.908082852084184,0.022616271,50,0.01,0.899890748671485,0.906671694983441,0.019369898,19,0.736842105263158,0.00575790287148407,0.354249235944998,0.411990749
32,0.796875,0.858523729969683,0.838631853022127,3.831509404,41,0.170731707317073,0.89998041608159,0.90114899013949,8.399959816,29,0,0.913401460103169,0.93959201329102,0.021706473,44,0.0227272727272727,0.894311701016192,0.893197727753669,0.019354868,19,0.578947368421053,1.50462952805203e-59,0.159019639729443,0.415292884
33,0.727272727272727,0.855051713353983,0.836475050750311,30.825322493,41,0.146341463414634,0.899982637091018,0.902008407642545,833.590719619,38,0,0.917770975963038,0.949609257700728,0.026674514,47,0.234042553191489,0.871050885044083,0.848205551900984,0.022954167,23,0.739130434782609,3.72315965251668e-10,0.241653765354975,0.616133483
36,0.638888888888889,0.860326233187722,0.839922121967027,14.852145736,43,0.186046511627907,0.899981616039091,0.900000587011725,24.25779648,34,0,0.91511707191525,0.947541373786235,0.024370254,46,0.130434782608696,0.868152071262793,0.851280551941073,0.021731277,24,0.708333333333333,2.9133835521357e-79,0.147778349067383,0.593768235
30,0.716666666666667,0.859618171375923,0.839560084474094,2.202005657,35.9999999999869,0.0277777777777879,0.89999235569372,0.900000587006529,15.382622423,36,0,0.915541456845352,0.94758697698025,0.02645581,48,0.270833333333333,0.872573142504892,0.850364768208562,0.023754115,18,0.888888888888889,2.47628127077506e-09,0.248682388799567,0.51123814
38.9999999999947,0.641025641025728,0.858814118690435,0.838217246755882,26.669974778,44,0.159090909090909,0.899982202296831,0.901970091158402,14.600780622,45,0,0.905974169854095,0.922184157745442,0.031061257,53,0.30188679245283,0.862533346041621,0.848274569929701,0.026806252,26,0.923076923076923,2.63175014276916e-57,0.157603434364639,0.700536162
